,lda_cnn,lda_unet,lda_uni,lda_mostf,cnn_unet,cnn_uni,cnn_mostf,unet_uni,unet_mostf
0,0.02293308078471223,0.005706018193000826,0.005962616796508794,0.003645179045767819,0.005833656171659683,0.006092890177672406,0.0037474787584676197,0.005833656171659683,0.012125702591883685
1,0.37628355003463615,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.012684929911026828,0.006092890177672406,0.012684929911026828,0.0037474787584676197,1.0
2,0.06631112543693318,0.0035443603969947213,0.005833656171659683,0.0035443603969947213,0.003347190721021827,0.005579712641457377,0.003347190721021827,0.0037474787584676197,1.0
3,0.12457631929096341,0.005579712641457377,0.005962616796508794,0.0037474787584676197,0.005579712641457377,0.005962616796508794,0.0037474787584676197,0.005454749182134642,0.003347190721021827
4,0.4576328792186766,0.005454749182134642,0.005833656171659683,0.003645179045767819,0.005454749182134642,0.005833656171659683,0.003645179045767819,0.005454749182134642,0.01157547599262317
5,0.017507490509831244,0.06878194695495164,0.005833656171659683,0.003645179045767819,0.2967828409302298,0.005706018193000826,0.0035443603969947213,0.005833656171659683,0.003645179045767819
6,0.45681333053142953,0.09725540319142484,0.004733677195156848,0.0027918084031893827,0.06878194695495164,0.005833656171659683,0.003645179045767819,0.005833656171659683,0.003645179045767819
7,0.04534418308560208,0.005833656171659683,0.005706018193000826,0.003645179045767819,0.005962616796508794,0.07061908194440973,0.0037474787584676197,0.005706018193000826,0.003645179045767819
8,0.1451734168303822,0.005454749182134642,0.005962616796508794,0.003645179045767819,0.005454749182134642,0.005962616796508794,0.003645179045767819,0.005579712641457377,0.003347190721021827
9,0.19583389613386976,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.0037474787584676197,1.0
10,0.295006943581673,0.005088006121611775,0.005454749182134642,0.003347190721021827,0.005579712641457377,0.005962616796508794,0.0037474787584676197,0.005454749182134642,0.08985624743949988
11,0.05468534214060532,0.03535057243299149,0.005706018193000826,0.03535057243299149,0.012404212273904765,0.005833656171659683,0.012404212273904765,0.003645179045767819,1.0
12,0.31561369651622256,0.03339903423756914,0.005331137357257343,0.03339903423756914,0.08850799143740207,0.005331137357257343,0.08850799143740207,0.003645179045767819,1.0
13,0.03656989982945446,0.005833656171659683,0.005833656171659683,0.003645179045767819,0.005833656171659683,0.5,0.003645179045767819,0.005833656171659683,0.003645179045767819
14,0.012928790231721443,0.004280958448031912,0.004618367743403307,0.0027918084031893827,0.009245388704214588,0.005833656171659683,0.0037474787584676197,0.005208886578915102,0.08850799143740207
15,0.33711793779928606,0.007825269941102494,0.005962616796508794,0.0037474787584676197,0.005962616796508794,0.02293308078471223,0.0037474787584676197,0.005833656171659683,0.003645179045767819
16,0.0518708391182708,0.005579712641457377,0.005706018193000826,0.0035443603969947213,0.005706018193000826,0.005833656171659683,0.003645179045767819,0.005706018193000826,0.012125702591883685
17,0.12312584984626351,0.12239503973457805,0.33758680746356223,0.0037474787584676197,0.0370130445789652,0.45776498668838594,0.0037474787584676197,0.26225914010653817,0.003645179045767819
18,0.2555046035342418,0.0035443603969947213,0.005706018193000826,0.0035443603969947213,0.0035443603969947213,0.005706018193000826,0.0035443603969947213,0.003645179045767819,1.0
19,0.009621782899537414,0.29794154528258887,0.005454749182134642,0.003645179045767819,0.26225914010653817,0.005331137357257343,0.0035443603969947213,0.01000409264580311,0.0037474787584676197
20,0.1995375982741186,0.0037474787584676197,0.005962616796508794,0.0037474787584676197,0.003645179045767819,0.005833656171659683,0.003645179045767819,0.003645179045767819,1.0
21,0.3981267073688196,0.08850799143740207,0.005331137357257343,0.0032508511865409124,0.2118553985833967,0.004733677195156848,0.0027918084031893827,0.003645179045767819,0.0019883758548943256
22,0.05356169962692014,0.003645179045767819,0.005833656171659683,0.003645179045767819,0.08985624743949988,0.005454749182134642,0.08985624743949988,0.003645179045767819,1.0
23,0.06444253661644474,0.03532001690717599,0.005706018193000826,0.012404212273904765,0.004392000186238705,0.005331137357257343,0.003347190721021827,0.004618367743403307,0.2118553985833967
24,0.044843010885182284,0.005208886578915102,0.005706018193000826,0.0035443603969947213,0.005454749182134642,0.005962616796508794,0.0037474787584676197,0.005331137357257343,0.0032508511865409124
25,0.01000409264580311,0.007985348176890053,0.007825269941102494,0.0037474787584676197,0.29794154528258887,0.005833656171659683,0.003645179045767819,0.005962616796508794,0.0037474787584676197
