,lda_cnn,lda_unet,lda_uni,lda_mostf,cnn_unet,cnn_uni,cnn_mostf,unet_uni,unet_mostf
0,0.01078587397386046,0.01078587397386046,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.0037474787584676197
1,0.007198989393205724,0.003645179045767819,0.007825269941102494,0.003645179045767819,0.003347190721021827,0.005579712641457377,0.003347190721021827,0.0037474787584676197,1.0
2,0.10364992015687058,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.0037474787584676197,0.0019883758548943256
3,0.20169765244631416,0.01078587397386046,0.0370130445789652,0.0037474787584676197,0.023266492537255292,0.005962616796508794,0.0037474787584676197,0.005962616796508794,0.0037474787584676197
4,0.2654346519842541,0.006092890177672406,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.0037474787584676197
5,0.030051402969433157,0.030051402969433157,0.006092890177672406,0.0037474787584676197,0.45828132233977065,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.0037474787584676197
6,0.5,0.33711793779928606,0.005962616796508794,0.003645179045767819,0.10434522156848197,0.006092890177672406,0.0037474787584676197,0.005962616796508794,0.003645179045767819
7,0.2316719412826086,0.1481349357421432,0.006092890177672406,0.0037474787584676197,0.10503752039332925,0.01078587397386046,0.0037474787584676197,0.023266492537255292,0.0037474787584676197
8,0.2009826791783677,0.005833656171659683,0.005962616796508794,0.003645179045767819,0.005962616796508794,0.006092890177672406,0.0037474787584676197,0.005962616796508794,0.003645179045767819
9,0.2641796636354743,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.0037474787584676197,0.0019883758548943256
10,0.5,0.3356866202704363,0.006092890177672406,0.0037474787584676197,0.10154589378858392,0.006092890177672406,0.0037474787584676197,0.005454749182134642,0.0032508511865409124
11,0.06693107237771545,0.19120907921656927,0.005833656171659683,0.003645179045767819,0.25759058480608166,0.005454749182134642,0.003347190721021827,0.33520107625741835,0.08850799143740207
12,0.4540362776279876,0.0032508511865409124,0.005454749182134642,0.0032508511865409124,0.003347190721021827,0.005579712641457377,0.003347190721021827,0.0037474787584676197,1.0
13,0.007825269941102494,0.006092890177672406,0.006092890177672406,0.0037474787584676197,0.005962616796508794,0.018072571023281126,0.003645179045767819,0.006092890177672406,0.0037474787584676197
14,0.006092890177672406,0.005579712641457377,0.006092890177672406,0.0037474787584676197,0.021939003945206877,0.006092890177672406,0.0037474787584676197,0.005579712641457377,0.003347190721021827
15,0.5,0.10503752039332925,0.010588328927158303,0.0037474787584676197,0.07183604090348011,0.010588328927158303,0.0037474787584676197,0.005962616796508794,0.0037474787584676197
16,0.013901481217324636,0.0037474787584676197,0.2654346519842541,0.0037474787584676197,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.0037474787584676197,1.0
17,0.006092890177672406,0.005962616796508794,0.10503752039332925,0.0037474787584676197,0.0468463097466241,0.006092890177672406,0.0037474787584676197,0.018072571023281126,0.003645179045767819
18,0.12457631929096341,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.0037474787584676197,0.0019883758548943256
19,0.006092890177672406,0.20169765244631416,0.006092890177672406,0.0037474787584676197,0.2316719412826086,0.006092890177672406,0.0037474787584676197,0.006092890177672406,0.0037474787584676197
20,0.2009826791783677,0.0037474787584676197,0.006092890177672406,0.0037474787584676197,0.003645179045767819,0.005962616796508794,0.003645179045767819,0.0037474787584676197,0.0019883758548943256
21,0.4118321946055306,0.33664498982999785,0.005833656171659683,0.003645179045767819,0.06816649763759618,0.005454749182134642,0.003347190721021827,0.005706018193000826,0.0035443603969947213
22,0.26290447672646966,0.3356866202704363,0.006092890177672406,0.0037474787584676197,0.20946172047319145,0.06939586921180488,0.01157547599262317,0.3356866202704363,0.08850799143740207
23,0.05748050048365046,0.04676625634454656,0.005962616796508794,0.0037474787584676197,0.004733677195156848,0.005833656171659683,0.003645179045767819,0.004733677195156848,0.0027918084031893827
24,0.2316719412826086,0.19880737597826537,0.01835692818135205,0.0037474787584676197,0.1451734168303822,0.01835692818135205,0.0037474787584676197,0.07122834869704933,0.003645179045767819
25,0.20169765244631416,0.2654346519842541,0.30020092404848425,0.0037474787584676197,0.5,0.1481349357421432,0.0037474787584676197,0.10503752039332925,0.0037474787584676197
