,uni,mostf,lda,cnn,unet,uni,mostf,lda,cnn,unet
0,0.4954545454545454,0.0,0.5863636363636363,0.690909090909091,0.37272727272727274,0.07434285106270967,0.0,0.058828086843385384,0.1595771789231087,0.08743356391668794
1,0.4727272727272728,0.0,0.12727272727272726,0.3090909090909091,0.0,0.11853095282186633,0.0,0.04979295977319692,0.23706190564373267,0.0
2,0.6166666666666666,0.0,0.7833333333333334,0.6666666666666666,0.19999999999999998,0.18257418583505536,0.0,0.04564354645876387,0.058925565098878946,0.045643546458763846
3,0.4954545454545455,0.0,0.41818181818181815,0.37272727272727274,0.1772727272727273,0.0886072213164451,0.0,0.06741998624632421,0.10489073417467569,0.02489647988659847
4,0.4779661016949153,0.0,0.4813559322033899,0.5593220338983051,0.3593220338983051,0.05544212621625805,0.0,0.04733640692803029,0.11495474547669947,0.08251295894669887
5,0.45999999999999996,0.0,0.676,0.6880000000000001,0.628,0.09273618495495703,0.0,0.029664793948382635,0.07563068160475617,0.06418722614352484
6,0.472,0.0,0.488,0.508,0.38,0.06260990336999413,0.0,0.05585696017507574,0.06723094525588645,0.050990195135927854
7,0.5276595744680852,0.0,0.48510638297872344,0.6,0.225531914893617,0.055073102576786326,0.0,0.05507310257678632,0.046126560401444264,0.041475720616208356
8,0.47317073170731705,0.0,0.6048780487804878,0.6341463414634146,0.41951219512195126,0.12268074478009065,0.0,0.0361765779858325,0.09602448626843672,0.020406342110587207
9,0.4962962962962963,0.0,0.3037037037037037,0.31851851851851853,0.06666666666666667,0.08114408259335797,0.0,0.030987408390150947,0.09296222517045283,0.030987408390150947
10,0.5111111111111111,0.0,0.3944444444444445,0.41666666666666663,0.06666666666666667,0.10865337342004416,0.0,0.09899183156225255,0.1145307118227128,0.03167153958608716
11,0.4533333333333333,0.0,0.38666666666666666,0.30666666666666664,0.026666666666666665,0.10954451150103321,0.0,0.10954451150103323,0.1977652929892177,0.03651483716701107
12,0.4666666666666666,0.0,0.26666666666666666,0.17777777777777776,0.0,0.16480441082434807,0.0,0.09938079899999065,0.06085806194501846,0.0
13,0.5282051282051282,0.0,0.6256410256410255,0.635897435897436,0.22564102564102564,0.08229131556862161,0.0,0.038886540738725904,0.08956025229011785,0.08956025229011785
14,0.5469387755102042,0.0,0.33469387755102037,0.35918367346938773,0.08979591836734695,0.0905809837598863,0.0,0.023268886226513026,0.09956172177673851,0.037073269642010104
15,0.44333333333333336,0.0,0.44666666666666666,0.4966666666666667,0.24666666666666667,0.09902300518341967,0.0,0.0447213595499958,0.09309493362512625,0.03979112128771106
16,0.45,0.0,0.19,0.25999999999999995,0.0,0.0790569415042095,0.0,0.07416198487095663,0.06519202405202648,0.0
17,0.525,1.0,0.678125,0.815625,0.8875,0.028384222069663987,0.0,0.05698307040253271,0.07686483672655528,0.02795084971874737
18,0.4642857142857143,0.0,0.2642857142857143,0.5142857142857142,0.13571428571428573,0.0757614408414158,0.0,0.09649468632933068,0.08222046023729529,0.0686978002202548
19,0.4695652173913044,1.0,0.8144927536231885,0.8057971014492754,0.8231884057971014,0.0980807206706587,0.0,0.037513562624767495,0.04419695849848379,0.05164791211943611
20,0.5142857142857142,0.0,0.45714285714285713,0.5085714285714286,0.29714285714285715,0.08329931278350428,0.0,0.06388765649999398,0.11675895280972885,0.07171371656006362
21,0.5142857142857143,0.0,0.6857142857142857,0.6571428571428571,0.47619047619047616,0.1136889179648888,0.0,0.02608202654786508,0.05216405309573012,0.05832118435198045
22,0.5166666666666666,0.0,0.35,0.09999999999999999,0.03333333333333333,0.14907119849998596,0.0,0.09128709291752769,0.09128709291752768,0.04564354645876384
23,0.5333333333333333,0.0,0.5111111111111111,0.5111111111111111,0.31111111111111106,0.16480441082434807,0.0,0.060858061945018485,0.060858061945018485,0.14487116456005886
24,0.5304347826086956,0.0,0.3391304347826087,0.41739130434782606,0.12608695652173912,0.06262982735168668,0.0,0.08641133441022518,0.1334789689826848,0.08046415444922499
25,0.5391304347826087,0.0,0.4304347826086956,0.391304347826087,0.32608695652173914,0.03572103635903255,0.0,0.08334908483774267,0.08278014245504248,0.0704428336783463
