,uni,mostf,lda,cnn,unet,uni,mostf,lda,cnn,unet
0,0.4820116043124362,0.358974358974359,0.7574894241541978,0.7539362559261926,0.659958977504487,0.06584367535233075,0.0,0.037536364220354425,0.05353905211752338,0.05100951224366864
1,0.417794374423167,0.4708994708994709,0.5413851185864479,0.6291133907362191,0.4708994708994709,0.038298146750683236,0.0,0.030423071178069295,0.0817972984830986,0.0
2,0.4252366775856557,0.46808510638297873,0.8663831964879505,0.8474505811606108,0.6398555237264915,0.020951578356355617,0.0,0.020819926837986197,0.019702623131633467,0.0326991753930514
3,0.5472251014273132,0.358974358974359,0.6024723217566994,0.5976523525126876,0.5140751283520574,0.06361257724994852,0.0,0.05811576357560796,0.0443420431421562,0.021057030667324814
4,0.4671544943945226,0.2907801418439716,0.6011883371032309,0.6467153725868696,0.5887675915947521,0.052253875629268975,0.0,0.043884443979984235,0.07773786327807368,0.05255911290714808
5,0.4829476429747238,0.3333333333333333,0.7563041052729597,0.7172395334280501,0.6977414689518341,0.04165968814229927,0.0,0.04022298275008095,0.042790554693037525,0.027993250015703353
6,0.4753402271158351,0.3333333333333333,0.6563369069558564,0.6566409732815608,0.6096330286742051,0.05827615515519509,0.0,0.02883701640358523,0.04453041028728165,0.031258031901216475
7,0.49752768274298476,0.3464052287581699,0.596145971259919,0.5871475338091325,0.5169105644356112,0.02169775196459968,0.0,0.02582000093107279,0.057687838710153656,0.042876324663602486
8,0.48083100596545714,0.37106918238993714,0.6996967883669839,0.7216203758344485,0.6773072332184649,0.03123175615418277,0.0,0.030377965474902967,0.04640284400315541,0.00995044479909714
9,0.47010056906467607,0.4219653179190751,0.6108437927369124,0.6217520205200253,0.4882819499020362,0.02769197995377479,6.206335383118183e-17,0.02214161334634536,0.024016545989507546,0.029118033495545703
10,0.48241937460835393,0.39024390243902435,0.6196951804386508,0.6115192281113536,0.45496731811567814,0.04264954312227701,0.0,0.04660525792852501,0.05837592001224387,0.032962703926992666
11,0.4265015977663656,0.4594594594594595,0.7381914244901214,0.6497446428244003,0.48545828437132776,0.02141695454809925,6.206335383118183e-17,0.07358581813743091,0.09147729203359067,0.03560035718214393
12,0.40694865360815385,0.47643979057591623,0.6787586399601419,0.6236072666083865,0.47643979057591623,0.033208060699054937,0.0,0.06506642816067892,0.0469390292929082,0.0
13,0.5417037654080034,0.37888198757763975,0.6368507450836998,0.5956280887506937,0.5513792550307162,0.03169711047846725,0.0,0.02846040140011625,0.012226604995767467,0.049714145877370663
14,0.5153811110042987,0.33774834437086093,0.5679315292830298,0.6055735858601557,0.42694025425181065,0.056270515544072856,0.0,0.018135384393292816,0.046942418255656544,0.03409481412114781
15,0.44571458404276915,0.28571428571428575,0.5394041780209242,0.5504569121658802,0.4725228040578534,0.05672975623510323,0.0,0.04083702577042887,0.038926935217497155,0.02382812062867354
16,0.45436862168991,0.4444444444444445,0.5179196821901189,0.572366880465903,0.44070610061445536,0.03480667541300148,0.0,0.041548920836741256,0.021274016802037287,0.0026133991159856874
17,0.5122577695375496,0.39024390243902435,0.5868221294041793,0.6864771939024041,0.6821529347845138,0.0531068920434027,0.0,0.025311554355215652,0.03630354733177964,0.02082434348632207
18,0.4453855641478591,0.41860465116279066,0.6079137254084104,0.7300417273508684,0.5449549838676825,0.040471856651090994,0.0,0.05812544565163873,0.02555344329182988,0.05966423800821361
19,0.46811377964801376,0.40828402366863903,0.7451371849878384,0.7734114416290157,0.7628410800724106,0.05268433716146228,0.0,0.021814651106444587,0.01670495224063146,0.02515820760891464
20,0.4965016262692796,0.393939393939394,0.7073464917643,0.7197684449409435,0.6477198824655028,0.04317539173209961,0.0,0.040647243257542695,0.054911505577744005,0.04948871323649064
21,0.4399075113213457,0.44134078212290506,0.8667493606472056,0.8495158186140518,0.7759720055686946,0.04318772893023236,0.0,0.011953882802700086,0.020732039684554206,0.030590493395641457
22,0.4394300903674682,0.46808510638297873,0.7008057631324189,0.5482948424124896,0.4998555887166651,0.03787102867650607,0.0,0.0630932609049345,0.059568910489504925,0.043503524592448474
23,0.40931702055836816,0.47643979057591623,0.7920503527971972,0.7644965734935757,0.708039632420703,0.035346142284319856,0.0,0.045593095109974086,0.020926453215758572,0.0874290686865681
24,0.5081606186023743,0.35064935064935066,0.5569950641875228,0.5686288892882618,0.4515173967096109,0.055467970992764,0.0,0.05472785518424103,0.05169598479966245,0.06050352854044915
25,0.5329209130612796,0.35064935064935066,0.5341169748590557,0.5580312603409995,0.5267405388593424,0.027690499639215747,0.0,0.04197671793430941,0.0635885097889729,0.0409190004527281
