,0,1,2,3,4
0,0.7942491173744202,1.0,0.9755070805549622,0.020574059337377548,0.9462293386459351
1,0.7366949319839478,1.0,0.4010502099990845,0.48185449838638306,1.0
2,0.21963007748126984,1.0,0.2538171112537384,0.32132023572921753,0.006469998508691788
3,0.10408492386341095,1.0,0.7406864166259766,0.026135414838790894,0.6189122200012207
4,0.7375838160514832,1.0,0.9500697255134583,0.6827262043952942,0.7146500945091248
5,0.616909384727478,1.0,0.8524331450462341,0.41002169251441956,0.8326529264450073
6,0.9791948199272156,1.0,0.09041226655244827,0.5315518379211426,0.16557981073856354
7,0.8936989903450012,1.0,0.5382082462310791,0.3937647044658661,0.6526767015457153
8,0.351053386926651,1.0,0.7387571930885315,0.46135586500167847,0.4564783573150635
9,0.9517757296562195,1.0,0.868293821811676,0.40840718150138855,0.31404030323028564
10,0.7318877577781677,1.0,0.21729053556919098,0.47281089425086975,0.7741824984550476
11,0.14502644538879395,1.0,0.07274707406759262,0.3869519531726837,0.006469968240708113
12,0.7682351469993591,1.0,0.0003754916542675346,0.0328313484787941,1.0
13,0.8731177449226379,1.0,0.6574950814247131,0.02395482361316681,0.4038887619972229
14,0.8645055294036865,1.0,0.958041787147522,0.9629595279693604,0.9585938453674316
15,0.5697972178459167,1.0,0.25326281785964966,0.5064228177070618,0.48341020941734314
16,0.9848971366882324,1.0,0.895534336566925,0.3407667875289917,0.31404030323028564
17,0.5178554058074951,1.0,0.4923515319824219,0.1085909977555275,0.0823870450258255
18,0.45662617683410645,1.0,0.7907761931419373,0.05570247769355774,0.9276362061500549
19,0.7130841016769409,1.0,0.18658697605133057,0.9505164623260498,0.3384046256542206
20,0.7415677905082703,1.0,0.08221891522407532,0.3119231164455414,0.7399170994758606
21,0.5750834345817566,1.0,0.31056907773017883,0.0002690921537578106,0.14584408700466156
22,0.23241449892520905,1.0,0.38478565216064453,0.2624276280403137,0.006469968240708113
23,0.20947881042957306,1.0,0.11224938929080963,0.058356836438179016,0.5021049976348877
24,0.20273439586162567,1.0,0.2696261703968048,0.7096880078315735,0.7871002554893494
25,0.18753470480442047,1.0,0.9714510440826416,0.4773424565792084,0.2022595852613449
