,0,1,2,3,4
0,0.8643627762794495,1.0,0.5317636132240295,0.0348421186208725,0.8910493850708008
1,0.5442414283752441,1.0,0.3403794765472412,0.45215675234794617,1.0
2,0.08691403269767761,1.0,0.018215237185359,0.39626726508140564,0.006469968240708113
3,0.1763768196105957,1.0,0.8848955631256104,0.6048681735992432,0.7196059226989746
4,0.5430728197097778,1.0,0.5634379982948303,0.6618185639381409,0.5886534452438354
5,0.7773534059524536,1.0,0.3697349727153778,0.8144927024841309,0.3775254487991333
6,0.653107762336731,1.0,0.028480887413024902,0.6754255890846252,0.2757827639579773
7,0.8408341407775879,1.0,0.9817818403244019,0.3958361744880676,0.623183012008667
8,0.35002416372299194,1.0,0.3485143780708313,0.11633768677711487,0.16272765398025513
9,0.8917787671089172,1.0,0.5131672620773315,0.5707901120185852,0.3129768967628479
10,0.8442182540893555,1.0,0.17009387910366058,0.842894434928894,0.7845097184181213
11,0.19258108735084534,1.0,0.06941056996583939,0.35927814245224,0.006469968240708113
12,0.8069730997085571,1.0,0.00030024454463273287,0.025870179757475853,1.0
13,0.845421314239502,1.0,0.9200162291526794,0.03040553815662861,0.7690265774726868
14,0.9449449777603149,1.0,0.8509534001350403,0.8962070941925049,0.9301009178161621
15,0.8990587592124939,1.0,0.6249417066574097,0.20025140047073364,0.8303357362747192
16,0.9833120703697205,1.0,0.8614188432693481,0.312069833278656,0.31475138664245605
17,0.5530517101287842,1.0,0.908147931098938,0.5689263939857483,0.5371332168579102
18,0.36434727907180786,1.0,0.9006475210189819,0.9792619347572327,0.9485526084899902
19,0.8573389053344727,1.0,0.7382648587226868,0.6963604688644409,0.7155365347862244
20,0.8019930124282837,1.0,0.5832013487815857,0.7733391523361206,0.7192888855934143
21,0.6425572037696838,1.0,0.03356330841779709,0.04988505691289902,0.15601836144924164
22,0.25661560893058777,1.0,0.2948717176914215,0.23331257700920105,0.006469968240708113
23,0.19154737889766693,1.0,0.03449120372533798,0.01957901380956173,0.4699353575706482
24,0.2634924054145813,1.0,0.2169726938009262,0.8132328987121582,0.8796098232269287
25,0.22298312187194824,1.0,0.9266570210456848,0.48356765508651733,0.07811933010816574
