,uni,mostf,lda,cnn,unet,uni,mostf,lda,cnn,unet
0,0.5,0.5,0.8601461038961039,0.8410714285714287,0.8703733766233765,0.0,0.0,0.02039866555379157,0.04929407074527824,0.013295964937954085
1,0.5,0.5,0.6759959141981614,0.7368743615934628,0.7191011235955056,0.0,0.0,0.03666850657189236,0.1247463493744934,0.17463069089425676
2,0.5,0.5,0.9325757575757576,0.9128787878787878,0.931060606060606,0.0,0.0,0.012641247421185811,0.02009384012682095,0.021948461523966865
3,0.5,0.5,0.6443181818181818,0.6637175324675325,0.7061688311688311,0.0,0.0,0.04819781683398976,0.06764285034437305,0.022519779868514708
4,0.5,0.5,0.6623398098387763,0.7030177759404713,0.7551880942538239,0.0,0.0,0.029949529691305682,0.089081291714516,0.045179629492818986
5,0.5,0.5,0.8334400000000001,0.8004399999999998,0.78512,0.0,0.0,0.0361536720126739,0.046103231990826866,0.03191288141174343
6,0.5,0.5,0.74856,0.7452799999999999,0.7623200000000001,0.0,0.0,0.01220688330410348,0.044350558057368344,0.016192343869866375
7,0.5,0.5,0.6331593737454837,0.5987555198715375,0.5851465274989963,0.0,0.0,0.036997700398480486,0.06190494596728166,0.05336851238109976
8,0.5,0.5,0.7874328234807771,0.8004960727573378,0.8289375775113683,0.0,0.0,0.01982438504130587,0.04740517668284033,0.025341083739567654
9,0.5,0.5,0.6818873668188736,0.6893455098934551,0.7489599188229326,0.0,0.0,0.02370230061247708,0.04793500357208617,0.02322064570064928
10,0.5,0.5,0.738107638888889,0.6725694444444443,0.650607638888889,0.0,0.0,0.0168283041983822,0.09182770323887939,0.0426497170018689
11,0.5,0.5,0.8986666666666666,0.8593725490196078,0.8713725490196078,0.0,0.0,0.018940811103527615,0.039594833817707904,0.027163763545959053
12,0.5,0.5,0.8312576312576313,0.6995115995115996,0.8588522588522588,0.0,0.0,0.03363187965168653,0.10900248625488843,0.026366276731089697
13,0.5,0.5,0.7173602353930224,0.6772173182009248,0.6580075662042875,0.0,0.0,0.01472586874089037,0.038945564337706025,0.015288069595644745
14,0.5,0.5,0.6981192476990795,0.7361344537815127,0.7143657462985195,0.0,0.0,0.014718059055136214,0.009753157644957086,0.01921893427974324
15,0.5,0.5,0.5965,0.6092916666666667,0.6001666666666667,0.0,0.0,0.04764105518236227,0.03207203534839799,0.03919059552721518
16,0.5,0.5,0.5202500000000001,0.5862499999999999,0.5271250000000001,0.0,0.0,0.02994982783756859,0.051675066521485985,0.03161845287960812
17,0.5,0.5,0.6637152777777777,0.7555121527777778,0.7678819444444445,0.0,0.0,0.029535263399795373,0.010544284804251963,0.0139983210557696
18,0.5,0.5,0.7907738095238096,0.8570436507936507,0.8913690476190477,0.0,0.0,0.03833494309200115,0.037911804023786494,0.017229518286665083
19,0.5,0.5,0.8286115007012622,0.8734455352968677,0.8812529219261338,0.0,0.0,0.017406755415984302,0.018637106786055988,0.02212158609503691
20,0.5,0.5,0.7752087912087913,0.8254505494505494,0.8548571428571428,0.0,0.0,0.062053262722950045,0.022307638174567542,0.027991407586681498
21,0.5,0.5,0.9265822784810128,0.9435201928872814,0.9779385171790235,0.0,0.0,0.021461588282501897,0.023095519500222123,0.005089772593751534
22,0.5,0.5,0.7910984848484849,0.7296401515151516,0.772159090909091,0.0,0.0,0.03598858632899593,0.062096955722556815,0.040474508466799425
23,0.5,0.5,0.908913308913309,0.9304029304029304,0.9855921855921856,0.0,0.0,0.04672304401880838,0.0583211843519804,0.012730072301810363
24,0.5,0.5,0.635024154589372,0.5960950080515298,0.653623188405797,0.0,0.0,0.02772901739174798,0.05874524228896606,0.03505375690169689
25,0.5,0.5,0.5576489533011271,0.5965780998389694,0.6036231884057971,0.0,0.0,0.046534080942790775,0.05981113466803131,0.048402687278970416
